,,,actor_behavior,actor_behavior,duration_hours
regular procedure applies,enter senddate decision environmental permit,all,1,1.0,824.385
message terminate request,send confirmation receipt,all,1,1.0,0.004722222222222222
message terminate request,send confirmation receipt,continuation,1,1.0,0.004722222222222222
send confirmation receipt,phase procedure aborted,all,1,1.0,0.0016666666666666668
send confirmation receipt,phase procedure aborted,continuation,1,1.0,0.0016666666666666668
enter senddate party permitted,partly permit application,all,1,1.0,0.0
enter senddate party permitted,partly permit application,continuation,1,1.0,0.0
send procedure confirmation,set phase: phase permitting irrevocable,all,1,1.0,924.2808333333334
final VVGB applications,phase concept draft decision ready,all,1,1.0,0.0
final VVGB applications,phase concept draft decision ready,continuation,1,1.0,0.0
treat subcases content,subcase final VVGB completed,all,1,1.0,0.0
treat subcases content,subcase final VVGB completed,continuation,1,1.0,0.0
subcase final VVGB completed,assessment of content completed,all,1,1.0,0.0
subcase final VVGB completed,assessment of content completed,continuation,1,1.0,0.0
generate draft decision environmental permit,treat subcase final VVGB,all,1,1.0,0.0
generate draft decision environmental permit,treat subcase final VVGB,continuation,1,1.0,0.0
create draft environtmental permit,VVGB positive,all,1,1.0,0.005555555555555555
create draft environtmental permit,VVGB positive,continuation,1,1.0,0.005555555555555555
publication date draft decision,enter senddate decision environmental permit,all,1,1.0,1320.0
set phase: phase permitting irrevocable,phase application received,all,1,1.0,57.40138888888889
generating decision environmental permit,enter senddate procedure confirmation,all,1,1.0,13.051666666666668
terminate on request,objection lodged against decision,all,1,1.0,0.0
terminate on request,objection lodged against decision,continuation,1,1.0,0.0
objection lodged against decision,generate publication document decision environmental permit,all,1,1.0,0.0
objection lodged against decision,generate publication document decision environmental permit,continuation,1,1.0,0.0
no permit required for application,send confirmation receipt,all,1,1.0,0.0
no permit required for application,send confirmation receipt,continuation,1,1.0,0.0
treat subcases completeness,register number of days extension period,all,1,1.0,0.0022222222222222222
treat subcases completeness,register number of days extension period,continuation,1,1.0,0.0022222222222222222
enter date decision procedure term extension,subcases completeness completed,all,1,1.0,177.41361111111112
procedure change,decision procedure term extension,all,1,1.0,0.004166666666666667
procedure change,decision procedure term extension,continuation,1,1.0,0.004166666666666667
treat subcase WAW,treat subcases content,all,1,1.0,0.0008333333333333334
treat subcase WAW,treat subcases content,continuation,1,1.0,0.0008333333333333334
treat subcases content,subcase WAW completed,all,1,1.0,0.0011111111111111111
treat subcases content,subcase WAW completed,continuation,1,1.0,0.0011111111111111111
subcase WAW completed,completed subcases content,all,1,1.0,0.0005555555555555556
subcase WAW completed,completed subcases content,continuation,1,1.0,0.0005555555555555556
register submission date request,register deadline,all,1,1.0,1224.0
enter senddate decision permanent suspension,register submission date request,all,1,1.0,168.0
regular procedure without MER,extend procedure term,all,1,1.0,0.0
regular procedure without MER,extend procedure term,continuation,1,1.0,0.0
set phase: phase permitting irrevocable,create publication document,all,1,1.0,408.0
enter date draft decisionenvironmental permit,enter date publication decision environmental permit,all,1,1.0,1104.0
close case,enter senddate acknowledgement,all,1,1.0,2534.7261111111115
enter date draft decisionenvironmental permit,phase advice known,all,1,1.0,2150.743611111111
term for supplying missing data,enter senddate decision environmental permit,all,1,1.0,488.4519444444444
register date environmental permit decision,retrieve missing data,all,1,1.0,37.382777777777775
regular procedure without MER,register date decision terminate on request,all,1,1.0,108.91166666666666
register deadline,send procedure confirmation,all,1,1.0,10.423888888888888
generating decision environmental permit,request complete,all,1,1.0,1006.1972222222223
no permit needed or only notification needed,procedure change after completeness,all,1,1.0,0.0038888888888888888
no permit needed or only notification needed,procedure change after completeness,continuation,1,1.0,0.0038888888888888888
term for supplying missing data,objection to permanent suspension received,all,1,1.0,0.0
term for supplying missing data,objection to permanent suspension received,continuation,1,1.0,0.0
keep permanently suspended,close case,all,1,1.0,0.0
keep permanently suspended,close case,continuation,1,1.0,0.0
copy decision permanent suspension to stakeholders,registrer date of publishing received request,all,1,1.0,0.0
copy decision permanent suspension to stakeholders,registrer date of publishing received request,continuation,1,1.0,0.0
retrieve missing data,stop procedure after permanent suspension,all,1,1.0,0.0
retrieve missing data,stop procedure after permanent suspension,continuation,1,1.0,0.0
register submission date request,date draft decision for inspection,all,1,1.0,0.0
inform BAG administrator,register date environmental permit decision,all,1,1.0,1836.3252777777777
register date environmental permit decision,regular procedure without MER,all,1,1.0,158.315
hearing about draft,enter date hearing about draft,all,1,1.0,0.04138888888888889
hearing about draft,enter date hearing about draft,continuation,1,1.0,0.04138888888888889
enter date hearing about draft,enter senddate hearing about draft,all,1,1.0,0.0019444444444444444
enter date hearing about draft,enter senddate hearing about draft,continuation,1,1.0,0.0019444444444444444
enter senddate hearing about draft,send invitation hearing about draft to stakeholders,all,1,1.0,0.0
enter senddate hearing about draft,send invitation hearing about draft to stakeholders,continuation,1,1.0,0.0
send invitation hearing about draft to stakeholders,subcase perspective complete,all,1,1.0,0.0044444444444444444
send invitation hearing about draft to stakeholders,subcase perspective complete,continuation,1,1.0,0.0044444444444444444
perspective regarding draft founded,enter date publication decision environmental permit,all,1,1.0,6.373055555555555
enter senddate decision environmental permit,final VVGB applications,all,1,1.0,8.87861111111111
enter date draft decisionenvironmental permit,retrieve missing data,all,1,1.0,34.37166666666667
phase objection filed,phase archived case,all,1,1.0,622.9005555555556
copy decision permanent suspension to stakeholders,no permit needed or only notification needed,all,1,1.0,0.0061111111111111106
copy decision permanent suspension to stakeholders,no permit needed or only notification needed,continuation,1,1.0,0.0061111111111111106
suspend term,register deadline,all,1,1.0,5.358333333333333
suspend term,register deadline,continuation,1,1.0,5.358333333333333
enter senddate acknowledgement,calculate provisional charges,all,1,1.0,138.56277777777777
enter receipt of additional data,register deadline,all,1,1.0,83.65388888888889
register deadline,resume completeness subcases,all,1,1.0,10.995000000000001
assessment of content completed,publish official draft decision,all,1,1.0,0.0
assessment of content completed,publish official draft decision,continuation,1,1.0,0.0
treat subcase perspective,hearing about draft,all,1,1.0,4248.0
hearing about draft,perspective from GS or VROM received,all,1,1.0,0.0
hearing about draft,perspective from GS or VROM received,continuation,1,1.0,0.0
perspective from GS or VROM received,subcase perspective complete,all,1,1.0,0.0
perspective from GS or VROM received,subcase perspective complete,continuation,1,1.0,0.0
register deadline,registrer date of publishing received request,all,1,1.0,0.0
resume completeness subcases,grounds for refusal,all,1,1.0,24.0
date draft decision for inspection,enrich draft decision,all,1,1.0,1320.0
decision date prior to decision,submit draft decision,all,1,1.0,0.0
decision date prior to decision,submit draft decision,continuation,1,1.0,0.0
submit draft decision,send design decision to stakeholders,all,1,1.0,0.0
submit draft decision,send design decision to stakeholders,continuation,1,1.0,0.0
entering senddate draft decision environmental permit,submit decision,all,1,1.0,158.75694444444443
retrieve missing data,decision permanent suspension irrevocable,all,1,1.0,972.8813888888889
send confirmation receipt additional data,inform BAG administrator,all,1,1.0,669.8508333333334
send confirmation receipt additional data,inform BAG administrator,continuation,1,1.0,669.8508333333334
extend procedure term,enter senddate acknowledgement,all,1,1.0,0.009166666666666667
